date,fear值,日期
1690214400,50,25-7-2023
1690300800,51,26-7-2023
1690387200,51,27-7-2023
1690473600,52,28-7-2023
1690560000,52,29-7-2023
1690646400,52,30-7-2023
1690732800,50,31-7-2023
1690819200,53,1-8-2023
1690905600,53,2-8-2023
1690992000,52,3-8-2023
1691078400,54,4-8-2023
1691164800,50,5-8-2023
1691251200,49,6-8-2023
1691337600,49,7-8-2023
1691424000,54,8-8-2023
1691510400,50,9-8-2023
1691596800,53,10-8-2023
1691683200,51,11-8-2023
1691769600,54,12-8-2023
1691856000,54,13-8-2023
1691942400,50,14-8-2023
1692028800,53,15-8-2023
1692115200,52,16-8-2023
1692201600,50,17-8-2023
1692288000,37,18-8-2023
1692374400,39,19-8-2023
1692460800,37,20-8-2023
1692547200,38,21-8-2023
1692633600,37,22-8-2023
1692720000,37,23-8-2023
1692806400,41,24-8-2023
